criterion_key,criterion_label,pool,rank,key,label,euclidean_distance,cosine_similarity
crit-rupture-origin-environment,"La rupture avec l'environnement d'origine (proches, famille)",entities,4,concerned relatives,concerned relatives,0.9696219620918526,0.5299167272477932
crit-rupture-origin-environment,"La rupture avec l'environnement d'origine (proches, famille)",entities,5,the family (formerly the children of god),the family (formerly the children of god),0.978941617267285,0.520836741543468
crit-rupture-origin-environment,"La rupture avec l'environnement d'origine (proches, famille)",literature,1,bromley-2007-teaching-new-religious-movementslearning-from-new-religious-movemen:154,religious bodies in a relatively high state of tension with their environments,0.8741278955474296,0.6179500430980678
crit-rupture-origin-environment,"La rupture avec l'environnement d'origine (proches, famille)",literature,2,2008-the-oxford-handbook-of-new-religious-movements-1:283,"individual disinvolvement (private distancing, limiting emotional investment)",0.8804726862224326,0.6123840719337119
crit-rupture-origin-environment,"La rupture avec l'environnement d'origine (proches, famille)",literature,3,dawson-2009-the-study-of-new-religious-movements-and-the-radicalization-of-home:7,a radical departure,0.9033397522709657,0.591988674278937
crit-rupture-origin-environment,"La rupture avec l'environnement d'origine (proches, famille)",literature,4,kaplan-and-l-w-2002-2-the-cult-the-cultic-milieu-and-secularization:268,exit counseling,0.9091971037957894,0.5866805589859292
crit-rupture-origin-environment,"La rupture avec l'environnement d'origine (proches, famille)",literature,5,hexham-et-al-2001-new-religious-movements-challenge-and-response:195,exit counselling,0.9150659865667111,0.5813271205551793
crit-rupture-origin-environment,"La rupture avec l'environnement d'origine (proches, famille)",literature,6,dawson-2009-cults-and-new-religious-movements-a-reader:145,Destabilize a person's sense of self.,0.9211101252763254,0.5757782080417426
crit-rupture-origin-environment,"La rupture avec l'environnement d'origine (proches, famille)",literature,7,davis-and-hankins-2002-new-religious-movements-and-religious-liberty-in-america:82,Catastrophic millennialists who live in isolated communities are inherently in tension with mainstream society.,0.9227037416265015,0.5743091808678176
crit-rupture-origin-environment,"La rupture avec l'environnement d'origine (proches, famille)",literature,8,lucas-and-robbins-2004-new-religious-movements-in-the-twenty-first-century:153,Movements that encourage dissociation from the (biological) family and entry into an alternative community structure tend to be termed 'cults.',0.9238269448523885,0.5732716649699019
crit-rupture-origin-environment,"La rupture avec l'environnement d'origine (proches, famille)",literature,9,hammer-and-rothstein-2012-the-cambridge-companion-to-new-religious-movements:35,personal transformation may be symbolic and/or social,0.9293578207526234,0.5681470424451655
crit-rupture-origin-environment,"La rupture avec l'environnement d'origine (proches, famille)",literature,10,bromley-2007-teaching-new-religious-movementslearning-from-new-religious-movemen:16,disengagement/defection,0.929534342183589,0.5679829669268275
crit-rupture-origin-environment,"La rupture avec l'environnement d'origine (proches, famille)",interviews,1,ig-06:0,"attempting to deviate from academic norms through “breaking boundaries”, central figure with authoritative behavior and high controlled dynamic with attempts at isolating members from larger communities",0.9421133763850765,0.5562111759646224
crit-rupture-origin-environment,"La rupture avec l'environnement d'origine (proches, famille)",interviews,2,ig-05:0,Because they are an enclosed group with one strange thing in the full center of their attention (for each of the new age groups),0.9559560423987769,0.5430742386603854
crit-rupture-origin-environment,"La rupture avec l'environnement d'origine (proches, famille)",interviews,3,b1-aug08-2128:0,"Something suspicious, something dangerous, something not normal.",0.9575978162527131,0.5415033073121238
crit-rupture-origin-environment,"La rupture avec l'environnement d'origine (proches, famille)",interviews,4,b1-aug09-2048:0,"something nasty, something really nasty.",0.9619784930334402,0.5372986860128554
crit-rupture-origin-environment,"La rupture avec l'environnement d'origine (proches, famille)",interviews,5,b3-aug21-1932:0,Une communauté.,0.9625140107040532,0.5367834828361056
crit-rupture-origin-environment,"La rupture avec l'environnement d'origine (proches, famille)",interviews,6,b1-aug08-2145:0,"So, yeah, kind of those stories of people trying to escape those cults.",0.9678515526915781,0.5316317266095798
crit-rupture-origin-environment,"La rupture avec l'environnement d'origine (proches, famille)",interviews,7,b1-aug08-2128:0,"Um — ""Missbrauch"" [German for ""abuse""/""misuse""].",0.9720161659954392,0.5275921631865875
crit-rupture-origin-environment,"La rupture avec l'environnement d'origine (proches, famille)",interviews,8,b1-aug09-2048:0,"So it's mostly, like, you have a negative association with.",0.9826916567706854,0.5171582310208883
crit-rupture-origin-environment,"La rupture avec l'environnement d'origine (proches, famille)",interviews,9,b1-aug08-2137:0,"But there was an extreme part of the religion where the people who grew up there — like, if your parents were there, you grew up there, and you don't know anything else than that, so anything outside of that is wrong.",0.9840028194088454,0.5158693464411374
crit-rupture-origin-environment,"La rupture avec l'environnement d'origine (proches, famille)",interviews,10,b4-sep10-2003:0,"Yeah, because it's like, once you start, it's hard to leave.",0.9843777568999248,0.5155003063592842
crit-radical-behavior-change,Le changement radical de comportement,entities,1,self transformation,self transformation,0.8109493012920777,0.6711805770212572
crit-radical-behavior-change,Le changement radical de comportement,entities,2,human individual metamorphosis,human individual metamorphosis,0.8909342481323459,0.6031181458420548
crit-radical-behavior-change,Le changement radical de comportement,entities,3,self-transformation,self-transformation,0.8933074646549936,0.6010007605646253
crit-radical-behavior-change,Le changement radical de comportement,entities,4,the consciousness reformation,the consciousness reformation,0.8986779511448717,0.5961890357415135
crit-radical-behavior-change,Le changement radical de comportement,entities,5,radical departures,radical departures,0.9030958682770865,0.5922088858345462
crit-radical-behavior-change,Le changement radical de comportement,literature,1,bromley-2007-teaching-new-religious-movementslearning-from-new-religious-movemen:185,sudden personality change,0.6648747897714044,0.7789708784142777
crit-radical-behavior-change,Le changement radical de comportement,literature,2,dawson-2009-the-study-of-new-religious-movements-and-the-radicalization-of-home:7,a radical departure,0.7397675263201448,0.7263720274206761
crit-radical-behavior-change,Le changement radical de comportement,literature,3,2008-the-oxford-handbook-of-new-religious-movements-1:244,radical departures,0.8026934482706672,0.6778415780255896
crit-radical-behavior-change,Le changement radical de comportement,literature,4,dawson-2009-cults-and-new-religious-movements-a-reader:145,Get the person to drastically reinterpret his or her life's history and radically alter his or her worldview and accept a new version of reality and causality.,0.8308925767200669,0.6548088196847455
crit-radical-behavior-change,Le changement radical de comportement,literature,5,2023-decoding-delusions-a-clinician-s-guide-to-working-with-delusions-and-other:72,radical patterns of social organization,0.8519241369453717,0.6371127295358131
crit-radical-behavior-change,Le changement radical de comportement,literature,6,werbner-and-basu-2002-embodying-charisma-modernity-locality-and-the-performance:98,the reality of the transformation they experience is both far more immediate and far more complex,0.8546549642330202,0.6347825624022314
crit-radical-behavior-change,Le changement radical de comportement,literature,7,2008-the-oxford-handbook-of-new-religious-movements-1:253,thought reform,0.8609383976758705,0.6293925610966324
crit-radical-behavior-change,Le changement radical de comportement,literature,8,clarke-2004-encyclopedia-of-new-religious-movements:92,thought reform,0.8609383976758705,0.6293925610966324
crit-radical-behavior-change,Le changement radical de comportement,literature,9,tourish-and-pinnington-2002-transformational-leadership-corporate-cultism-and-th:17,transformational leader,0.8618740980044501,0.6285865053155847
crit-radical-behavior-change,Le changement radical de comportement,literature,10,hexham-et-al-2001-new-religious-movements-challenge-and-response:123,The role of women in society is undergoing profound change,0.8717512220358747,0.620024948435166
crit-radical-behavior-change,Le changement radical de comportement,interviews,1,b2-aug13-1832:0,I think it changes depending on what I've been doing in the last days.,0.9173123264661446,0.5792691093275073
crit-radical-behavior-change,Le changement radical de comportement,interviews,2,b1-aug08-2128:0,"Okay, do you have a specific example that would come to your mind immediately?",0.9455836373263983,0.5529359677323835
crit-radical-behavior-change,Le changement radical de comportement,interviews,3,b3-aug18-1645:0,Un groupe qui suit une doctrine.,0.9457934860492603,0.5527374513110759
crit-radical-behavior-change,Le changement radical de comportement,interviews,4,b4-sep10-1838:0,Religion.,0.9474580095438254,0.5511617207264266
crit-radical-behavior-change,Le changement radical de comportement,interviews,5,b4-sep10-2003:0,Religion.,0.9474580095438254,0.5511617207264266
crit-radical-behavior-change,Le changement radical de comportement,interviews,6,b2-aug13-1832:0,That's interesting.,0.9503867906160682,0.5483826422673039
crit-radical-behavior-change,Le changement radical de comportement,interviews,7,b3-aug18-1645:0,Qui suit des règles.,0.9527752294482992,0.5461097699940916
crit-radical-behavior-change,Le changement radical de comportement,interviews,8,b1-aug08-2128:0,"Something suspicious, something dangerous, something not normal.",0.9552190854842856,0.5437783532867471
crit-radical-behavior-change,Le changement radical de comportement,interviews,9,b1-aug09-2048:0,"something nasty, something really nasty.",0.9556898122258721,0.5433284962418197
crit-radical-behavior-change,Le changement radical de comportement,interviews,10,b1-aug11-2011:0,This comes to my mind.,0.9560928584878882,0.5429432083812222
crit-rejection-of-outside-world,Le refus de l'autre et le dénigrement du monde extérieur : l'absence totale d'accès aux médias ou moyens de communication,entities,1,alienation and charisma,alienation and charisma,1.0274325414563585,0.47219157481564683
crit-rejection-of-outside-world,Le refus de l'autre et le dénigrement du monde extérieur : l'absence totale d'accès aux médias ou moyens de communication,entities,2,submissiveness,submissiveness,1.0286960854085474,0.4708922710437121
crit-rejection-of-outside-world,Le refus de l'autre et le dénigrement du monde extérieur : l'absence totale d'accès aux médias ou moyens de communication,entities,3,silence,silence,1.0292454630545482,0.4703269982937667
crit-rejection-of-outside-world,Le refus de l'autre et le dénigrement du monde extérieur : l'absence totale d'accès aux médias ou moyens de communication,entities,4,self-religion,self-religion,1.0402110866439553,0.4589803826018508
crit-rejection-of-outside-world,Le refus de l'autre et le dénigrement du monde extérieur : l'absence totale d'accès aux médias ou moyens de communication,entities,5,thought reform and the psychology of totalism,thought reform and the psychology of totalism,1.0409826061406473,0.4581778636746505
crit-rejection-of-outside-world,Le refus de l'autre et le dénigrement du monde extérieur : l'absence totale d'accès aux médias ou moyens de communication,literature,1,bromley-2007-teaching-new-religious-movementslearning-from-new-religious-movemen:48,world rejecting,0.8590064560236744,0.6310540637008575
crit-rejection-of-outside-world,Le refus de l'autre et le dénigrement du monde extérieur : l'absence totale d'accès aux médias ou moyens de communication,literature,2,dawson-2009-the-study-of-new-religious-movements-and-the-radicalization-of-home:9,"apocalyptic beliefs, or at least world-rejecting beliefs",0.8934846597290603,0.6008425767045549
crit-rejection-of-outside-world,Le refus de l'autre et le dénigrement du monde extérieur : l'absence totale d'accès aux médias ou moyens de communication,literature,3,lalich-2004-bounded-choicetrue-believers-and-charismatic-cults:83,"We had to disappear in order to be isolated. In other words, we had to be separated out, or lifted out, in order to be free to do what we had to do.",0.903991659629109,0.5913995611532641
crit-rejection-of-outside-world,Le refus de l'autre et le dénigrement du monde extérieur : l'absence totale d'accès aux médias ou moyens de communication,literature,4,anthony-and-robbins-2009-conversion-and-brainwashing-in-new-religious-movements:31,brainwashing consists of overwhelming or irresistible 'extrinsic' influence to which the inner qualities of the person are irrelevant,0.9140818769404129,0.5822274164854058
crit-rejection-of-outside-world,Le refus de l'autre et le dénigrement du monde extérieur : l'absence totale d'accès aux médias ou moyens de communication,literature,5,davis-and-hankins-2002-new-religious-movements-and-religious-liberty-in-america:82,They reject the values of society that they deem to be ungodly.,0.9170672893925477,0.579493788200918
crit-rejection-of-outside-world,Le refus de l'autre et le dénigrement du monde extérieur : l'absence totale d'accès aux médias ou moyens de communication,literature,6,lucas-and-robbins-2004-new-religious-movements-in-the-twenty-first-century:49,"We don't approach/go towards the groups, we do not have the time.",0.9237859693208365,0.5733097059883429
crit-rejection-of-outside-world,Le refus de l'autre et le dénigrement du monde extérieur : l'absence totale d'accès aux médias ou moyens de communication,literature,7,clarke-2004-encyclopedia-of-new-religious-movements:6,Moral evil is widely understood to result from ignorance or lack of awareness of the true nature of the Self.,0.9279927236494785,0.5694146841547962
crit-rejection-of-outside-world,Le refus de l'autre et le dénigrement du monde extérieur : l'absence totale d'accès aux médias ou moyens de communication,literature,8,2008-the-oxford-handbook-of-new-religious-movements-1:426,"There is no dogma, no orthodoxy, and essentially, no agreement on where the boundaries of the movement are and who is or is not part of it.",0.9342560972948474,0.5635828530909885
crit-rejection-of-outside-world,Le refus de l'autre et le dénigrement du monde extérieur : l'absence totale d'accès aux médias ou moyens de communication,literature,9,2008-the-oxford-handbook-of-new-religious-movements-1:407,The simplest form of secrecy merely implies that two people share information unknown to anybody else.,0.9356750222805519,0.5622561836926536
crit-rejection-of-outside-world,Le refus de l'autre et le dénigrement du monde extérieur : l'absence totale d'accès aux médias ou moyens de communication,literature,10,dawson-2009-cults-and-new-religious-movements-a-reader:218,"The current planetary situation is irreversibly escaping all human control . . . All creative and positive forces are strangled . . . we refuse to participate in the assassination of our carrier the Earth, we leave this world where our voices can no longer be heard",0.9372376756307568,0.5607927297438717
crit-rejection-of-outside-world,Le refus de l'autre et le dénigrement du monde extérieur : l'absence totale d'accès aux médias ou moyens de communication,interviews,1,b1-aug08-2137:0,"I would say, okay, they also practice the ideology so strictly that they kind of raise their people to not know anything else than that, and they're also not open to the world.",0.9387813296969336,0.5593448270693601
crit-rejection-of-outside-world,Le refus de l'autre et le dénigrement du monde extérieur : l'absence totale d'accès aux médias ou moyens de communication,interviews,2,b1-aug11-2011:0,"Cult, for me, also means a lack of freedom.",0.9714951109344181,0.5280986710855304
crit-rejection-of-outside-world,Le refus de l'autre et le dénigrement du monde extérieur : l'absence totale d'accès aux médias ou moyens de communication,interviews,3,b1-aug08-2137:0,"So, if I understand well, the main feature for you is this — opposing something?",0.9786236139780639,0.5211478032809778
crit-rejection-of-outside-world,Le refus de l'autre et le dénigrement du monde extérieur : l'absence totale d'accès aux médias ou moyens de communication,interviews,4,b1-aug09-2048:0,"So it's mostly, like, you have a negative association with.",0.9831071563953235,0.5167499142622937
crit-rejection-of-outside-world,Le refus de l'autre et le dénigrement du monde extérieur : l'absence totale d'accès aux médias ou moyens de communication,interviews,5,b1-aug08-2145:0,"And, yeah, so they are very isolated, in a way — they need to follow strict principles, there are a lot of rules, and very little contact is allowed outside of the group.",0.9855506260195656,0.5143450284820392
crit-rejection-of-outside-world,Le refus de l'autre et le dénigrement du monde extérieur : l'absence totale d'accès aux médias ou moyens de communication,interviews,6,b3-aug23-1213:0,"C'est quelque chose qu'on évite de fréquenter, en général, parce que, dans mon style de vie...",0.9922512170890129,0.5077189189015052
crit-rejection-of-outside-world,Le refus de l'autre et le dénigrement du monde extérieur : l'absence totale d'accès aux médias ou moyens de communication,interviews,7,b1-aug08-2128:0,"They're not really giving you something, they just pretend to give you something, and then you, being part of the cult  are not aware of that.",0.9944619981589751,0.5055228356889824
crit-rejection-of-outside-world,Le refus de l'autre et le dénigrement du monde extérieur : l'absence totale d'accès aux médias ou moyens de communication,interviews,8,b1-aug08-1420:0,"Oh, I — yeah, I don't have any names, or — yeah, I don't remember any names.",0.9950545498327495,0.504933169152705
crit-rejection-of-outside-world,Le refus de l'autre et le dénigrement du monde extérieur : l'absence totale d'accès aux médias ou moyens de communication,interviews,9,b1-aug05-1650:0,"It's a group, but without any kind of hierarchy — key members, or a set number of members.",0.9959628158322392,0.5040290766879363
crit-rejection-of-outside-world,Le refus de l'autre et le dénigrement du monde extérieur : l'absence totale d'accès aux médias ou moyens de communication,interviews,10,b4-sep10-2003:0,"I think the fact that we get obsessed with it — if it's a very enclosed, non-welcoming community, it could make it feel like that — but I don't think there's a leader that we follow.",0.9965041966583618,0.5034898499413755
crit-harsh-living-conditions,Les conditions de vie particulièrement éprouvantes ou déstabilisantes,entities,1,intensified conflict,intensified conflict,0.985994376306464,0.5139074251947714
crit-harsh-living-conditions,Les conditions de vie particulièrement éprouvantes ou déstabilisantes,entities,2,life,life,0.9942384447374755,0.5057449251572228
crit-harsh-living-conditions,Les conditions de vie particulièrement éprouvantes ou déstabilisantes,entities,3,coercive persuasion,coercive persuasion,1.0000173287203977,0.49998262911107016
crit-harsh-living-conditions,Les conditions de vie particulièrement éprouvantes ou déstabilisantes,entities,4,concerned relatives,concerned relatives,1.0002479208858928,0.4997520491089269
crit-harsh-living-conditions,Les conditions de vie particulièrement éprouvantes ou déstabilisantes,entities,5,conscientious objection,conscientious objection,1.0176744902691637,0.4821693039788646
crit-harsh-living-conditions,Les conditions de vie particulièrement éprouvantes ou déstabilisantes,literature,1,bromley-2007-teaching-new-religious-movementslearning-from-new-religious-movemen:154,religious bodies in a relatively high state of tension with their environments,0.8762064562817914,0.6161308714896583
crit-harsh-living-conditions,Les conditions de vie particulièrement éprouvantes ou déstabilisantes,literature,2,clarke-2004-encyclopedia-of-new-religious-movements:688,"People who lacked a strong sense of boundaries, or conversely, were too rigid and set in their ways, were deemed unsuitable.",0.8880743434652846,0.6056620148990961
crit-harsh-living-conditions,Les conditions de vie particulièrement éprouvantes ou déstabilisantes,literature,3,bromley-2007-teaching-new-religious-movementslearning-from-new-religious-movemen:250,contemporary cases of extreme violence,0.8997058789914655,0.5952646746794927
crit-harsh-living-conditions,Les conditions de vie particulièrement éprouvantes ou déstabilisantes,literature,4,anthony-and-robbins-2009-conversion-and-brainwashing-in-new-religious-movements:34,Coercive or involuntary imposition of a defective or false worldview,0.9020611592613036,0.5931428607987619
crit-harsh-living-conditions,Les conditions de vie particulièrement éprouvantes ou déstabilisantes,literature,5,dawson-2009-cults-and-new-religious-movements-a-reader:145,Destabilize a person's sense of self.,0.9160111578523454,0.5804618269269626
crit-harsh-living-conditions,Les conditions de vie particulièrement éprouvantes ou déstabilisantes,literature,6,lalich-2004-bounded-choicetrue-believers-and-charismatic-cults:213,a very controlling environment existed in both as well.,0.918211967315419,0.57844329939381
crit-harsh-living-conditions,Les conditions de vie particulièrement éprouvantes ou déstabilisantes,literature,7,lalich-2004-bounded-choicetrue-believers-and-charismatic-cults:208,alternating periods of severity and leniency,0.9190586648581711,0.5776654892563279
crit-harsh-living-conditions,Les conditions de vie particulièrement éprouvantes ou déstabilisantes,literature,8,2008-the-oxford-handbook-of-new-religious-movements-1:231,"an extreme, extrinsic brainwashing model",0.922166439003278,0.5748044814211746
crit-harsh-living-conditions,Les conditions de vie particulièrement éprouvantes ou déstabilisantes,literature,9,lucas-and-robbins-2004-new-religious-movements-in-the-twenty-first-century:84,the dire economic conditions and abject poverty in many parts of the Northern Caucasus and elsewhere in Russia can be a powerful radicalizing factor,0.9282195779323379,0.5692041613398966
crit-harsh-living-conditions,Les conditions de vie particulièrement éprouvantes ou déstabilisantes,literature,10,richardson-and-introvigne-2001-brainwashing-theories-in-european-parliamentary-a:12,the exercise of serious and repeated pressures or techniques aimed at altering the capacity of judgment,0.9362204853978221,0.5617455757747833
crit-harsh-living-conditions,Les conditions de vie particulièrement éprouvantes ou déstabilisantes,interviews,1,b1-aug09-2048:0,"something nasty, something really nasty.",0.9272818190869206,0.5700741181821476
crit-harsh-living-conditions,Les conditions de vie particulièrement éprouvantes ou déstabilisantes,interviews,2,b1-aug08-2128:0,"Something suspicious, something dangerous, something not normal.",0.9299255769305055,0.567619208236955
crit-harsh-living-conditions,Les conditions de vie particulièrement éprouvantes ou déstabilisantes,interviews,3,b3-aug22-2101:0,C'est pas forcément très bien.,0.9584030701946927,0.5407315321440952
crit-harsh-living-conditions,Les conditions de vie particulièrement éprouvantes ou déstabilisantes,interviews,4,b1-aug08-1420:0,"So, I'd picture something American, okay — brainwashing, suppressive, abusive.",0.9715209195169534,0.5280734970427695
