review_id,arm,selection_stratum,document_id,chunk_index,page_range,candidate_rank,expression_kind,verbatim_expression,embedding_text,embedding_equals_verbatim,context_window,attribution,claim_mode,epistemic_status,entity_anchors,relevance_note,screen_flags,chunk_integrity_score,document_integrity_flag,raw_archive_line,judge_model,judge_faithful,judge_self_contained,judge_cult_relevant,judge_textually_intelligible,judge_atomic,judge_attribution_correct,judge_claim_mode_correct,judge_epistemic_status_correct,judge_recommended_epistemic_status,judge_better_span,judge_extraction_issue,judge_note,faithful,self_contained,cult_relevant,textually_intelligible,atomic,attribution_correct,claim_mode_correct,epistemic_status_correct,recommended_epistemic_status,better_span_exists_in_chunk,extraction_issue,reviewer_notes
16,v2_qwen3-4b,random,clarke-2004-encyclopedia-of-new-religious-movements,496,537-537,2,example_or_named_group,The Native American Church (NAC) (see Native American religion ) began using peyote ritually in the early twentieth century,The Native American Church (NAC) (see Native American religion ) began using peyote ritually in the early twentieth century,yes,"In addition to prayers there are ceremonies including the Thanksgiving Day Service on the twenty-first day of each month. The purpose of this occasion is to express gratitude and appreciation to the leader known as the Oshieoyasama, for his personal sacrifice on behalf of the members. The leader (Oshieoyasama), it is believed, takes on as form of expiation to God for wrongs that have been committed all the misfortunes of his followers. There are also Day of Peace and Ancestors' Day ceremonies on the first and eleventh day of each month respectively.
The principal annual ceremonies are Founders' Day festival which takes place on 1 August each year, PL Establishment Day on 29 September, the leader's birthday on 2 December. On the occasion of Founders' Day all the participants receive purification by means of the ritual known as the Rite of Blessing. A fire service is also held at this event as a symbol of hope for world peace.
Perfect Liberty places great emphasis on the rearing and education of children who are seen as a mirror of their parents. Education in Perfect Liberty values begins for the children of adepts with Kindergarten. The movement has a number of schools and colleges in Japan where there are an estimated 300,000 members. Its headquarters are at Tondabyashi near Osaka. There are also branches of the movement overseas in North and South America and Europe. The largest of the overseas branches is in Brazil where the membership stands at around 70,000.
Further reading
Clarke, P.B. (ed.) (1999) An Annotated Bibliography of Japanese New Religions, Eastbourne, Kent: Japan Library, pp. 194-200.
PETER B.CLARKE
PEYOTE CULT
The term 'Peyote Cult' was first coined early in the twentieth century to describe the use of peyote amongst the Winnebago, and later applied to peyote use among other tribes and the Native American Church (NAC). The word 'peyote' is a variation of 'peyotl', the Nahuatl (Aztec) term for the cactus lophophora williamsii, native to Mexico. It contains many alkaloids, but the main psychoactive ingredient is mescaline. Another psychotropic cactus is San Pedro (trichocereus pachanoi), which grows in the mountains of Peru. Other psychotropic plants are found in the Amazon rainforest, of which the best known in the West is ayahuasca or yagé. Peyote and other plants are important ingredients in native ceremonies throughout the Americas, as well as within contemporary Shamanism .
The Native American Church (NAC) (see Native American religion ) began using peyote ritually in the early twentieth century, although archaeologists have discovered that the ritual use of peyote and San Pedro in Mexico and Peru goes back thousands of years. The first Europeans to encounter and describe the peyote ceremonies were Spanish missionaries in sixteenth-century Mexico. From the outset, the response was uniformly hostile; it was seen as the 'devil's tricks', giving rise to 'diabolical visions and evil heresies', and users were persecuted by the Holy Inquisition for nearly two centuries. This negative view is still prevalent amongst local government, the police, religious leaders, and even some Native Americans. The use of mescaline-containing plants is illegal, except for registered members of the NAC in the United States and certain tribes in Mexico. In Europe, plants containing mescaline are illegal for everyone. The NAC obtained legal recognition of their ceremonial use of the plant in the USA in the 1978 Act of Religious Freedom.",author,direct_statement,asserted,,Named group with cult relevance,,0.0,,,qwen3:8b,True,True,True,True,True,True,True,True,,,none,"The sentence directly describes the NAC's use of peyote, a key aspect of the 'Peyote Cult' framing.",,,,,,,,,,,,
17,v1,random,clarke-2004-encyclopedia-of-new-religious-movements,605,649-649,,,the new religion Hito no Michi (f. 1931) was disbanded on charges of lèse-majesté,disbanded on charges of lèse-majesté,no,"Several aspects of State Shinto posed difficult contradictions for adherents of new religious movements (and Christianity). State Shinto's glorification of death in battle was enacted at Tokyo's Yasukuni Shrine, which came to serve as a national shrine for the war dead, but those whose religious beliefs precluded assent to the apotheosis of the war dead as national gods were suspected as traitors. Similarly, the custom of home worship of a talisman from the Ise Shrines came to have a semi-obligatory status under State Shinto, but the beliefs of new religions such as Sôka Gakkai conflicted with that observance, causing members to be viewed with suspicion when they would refuse to enshrine an Ise talisman. Likewise, ritual surrounding the Imperial Rescript on Education (1890) forced members of new religions to choose between their faith and social ostracism. This document, which functioned as a sacred text of State Shinto, painted an ideal of a state built on the model of a family, with the sacred emperor at its head. School pupils and military personnel were expected to bow in reverence as it was ceremonially read, and related ceremonies required reverence of the emperor's portrait.
State Shinto shaped the suppression of religions through charges of lèse-majesté. In a celebrated event of 1890, when Uchimura Kanzô (1861-1930) declined on Christian principles to pay obeisance at a ceremonial reading of the Imperial Rescript on Education, he was accused of lèse majesté, precipitating widespread debate on Christianity and patriotism. The Home Ministry ordered the dissolution of a new religion called Honmichi (f. 1913) and charged 180 of its members with lèse-majesté in 1928 when its founder Onishi Aijirô (1881-1958) publicly denied the emperor's divinity. In a similar incident of 1936, the new religion Hito no Michi (f. 1931) was disbanded on charges of lèse-majesté, stemming from a doctrine identifying the Shinto goddess Amaterasu Omikami (the first ancestor of the imperial house, according to Shinto mythology), with the sun, a position taken to slander the imperial house.
The Peace Preservation Law of 1925, which gave the state wide-ranging powers to restrict speech and public assembly, was used in combination with charges of lèsemajesté to suppress minority religions conflicting in some way with Shinto. Three new religious movements were effectively silenced and their leaders jailed until the end of the war through the combined charges of lèse-majesté and violating the Peace Preservation Law: Ômotokyô (f. 1892) in 1935 (see Omoto ) (following an earlier suppression of this religion in 1921 under the Newspaper Law), Honmichi in 1938 for pacifism and renewed denial of imperial divinity, and Soka Gakkai (f. 1930) in 1943, when its leaders refused to enshrine a talisman from the Ise Grand Shrines. There were also some cases targeting traditional Buddhist sects, but the majority of prewar incidents of religious suppression involved either Christianity or new religious movements. The highly repressive Religious Organizations Law of 1940 labeled all religious organizations except Buddhism, Shinto sects, and Christianity, 'pseudo-religions' (ruiji shûkyô), greatly curtailing the freedom of new religions to assemble, publish, or proselytize.",author,attributed_statement,asserted,Hito no Michi,,,0.0,,14876,,,,,,,,,,,,,,,,,,,,,,,,,
18,v1,random,clarke-2004-encyclopedia-of-new-religious-movements,605,649-649,,,"The highly repressive Religious Organizations Law of 1940 labeled all religious organizations except Buddhism, Shinto sects, and Christianity, 'pseudo-religions' (ruiji shûkyô)","labeled all religious organizations except Buddhism, Shinto sects, and Christianity as 'pseudo-religions'",no,"Several aspects of State Shinto posed difficult contradictions for adherents of new religious movements (and Christianity). State Shinto's glorification of death in battle was enacted at Tokyo's Yasukuni Shrine, which came to serve as a national shrine for the war dead, but those whose religious beliefs precluded assent to the apotheosis of the war dead as national gods were suspected as traitors. Similarly, the custom of home worship of a talisman from the Ise Shrines came to have a semi-obligatory status under State Shinto, but the beliefs of new religions such as Sôka Gakkai conflicted with that observance, causing members to be viewed with suspicion when they would refuse to enshrine an Ise talisman. Likewise, ritual surrounding the Imperial Rescript on Education (1890) forced members of new religions to choose between their faith and social ostracism. This document, which functioned as a sacred text of State Shinto, painted an ideal of a state built on the model of a family, with the sacred emperor at its head. School pupils and military personnel were expected to bow in reverence as it was ceremonially read, and related ceremonies required reverence of the emperor's portrait.
State Shinto shaped the suppression of religions through charges of lèse-majesté. In a celebrated event of 1890, when Uchimura Kanzô (1861-1930) declined on Christian principles to pay obeisance at a ceremonial reading of the Imperial Rescript on Education, he was accused of lèse majesté, precipitating widespread debate on Christianity and patriotism. The Home Ministry ordered the dissolution of a new religion called Honmichi (f. 1913) and charged 180 of its members with lèse-majesté in 1928 when its founder Onishi Aijirô (1881-1958) publicly denied the emperor's divinity. In a similar incident of 1936, the new religion Hito no Michi (f. 1931) was disbanded on charges of lèse-majesté, stemming from a doctrine identifying the Shinto goddess Amaterasu Omikami (the first ancestor of the imperial house, according to Shinto mythology), with the sun, a position taken to slander the imperial house.
The Peace Preservation Law of 1925, which gave the state wide-ranging powers to restrict speech and public assembly, was used in combination with charges of lèsemajesté to suppress minority religions conflicting in some way with Shinto. Three new religious movements were effectively silenced and their leaders jailed until the end of the war through the combined charges of lèse-majesté and violating the Peace Preservation Law: Ômotokyô (f. 1892) in 1935 (see Omoto ) (following an earlier suppression of this religion in 1921 under the Newspaper Law), Honmichi in 1938 for pacifism and renewed denial of imperial divinity, and Soka Gakkai (f. 1930) in 1943, when its leaders refused to enshrine a talisman from the Ise Grand Shrines. There were also some cases targeting traditional Buddhist sects, but the majority of prewar incidents of religious suppression involved either Christianity or new religious movements. The highly repressive Religious Organizations Law of 1940 labeled all religious organizations except Buddhism, Shinto sects, and Christianity, 'pseudo-religions' (ruiji shûkyô), greatly curtailing the freedom of new religions to assemble, publish, or proselytize.",author,direct_statement,asserted,Religious Organizations Law,,,0.0,,14879,,,,,,,,,,,,,,,,,,,,,,,,,
19,v2_qwen3-4b,random,clarke-2004-encyclopedia-of-new-religious-movements,605,649-649,1,association_or_framing,State Shinto's glorification of death in battle was enacted at Tokyo's Yasukuni Shrine,State Shinto's glorification of death in battle was enacted at Tokyo's Yasukuni Shrine,yes,"Several aspects of State Shinto posed difficult contradictions for adherents of new religious movements (and Christianity). State Shinto's glorification of death in battle was enacted at Tokyo's Yasukuni Shrine, which came to serve as a national shrine for the war dead, but those whose religious beliefs precluded assent to the apotheosis of the war dead as national gods were suspected as traitors. Similarly, the custom of home worship of a talisman from the Ise Shrines came to have a semi-obligatory status under State Shinto, but the beliefs of new religions such as Sôka Gakkai conflicted with that observance, causing members to be viewed with suspicion when they would refuse to enshrine an Ise talisman. Likewise, ritual surrounding the Imperial Rescript on Education (1890) forced members of new religions to choose between their faith and social ostracism. This document, which functioned as a sacred text of State Shinto, painted an ideal of a state built on the model of a family, with the sacred emperor at its head. School pupils and military personnel were expected to bow in reverence as it was ceremonially read, and related ceremonies required reverence of the emperor's portrait.
State Shinto shaped the suppression of religions through charges of lèse-majesté. In a celebrated event of 1890, when Uchimura Kanzô (1861-1930) declined on Christian principles to pay obeisance at a ceremonial reading of the Imperial Rescript on Education, he was accused of lèse majesté, precipitating widespread debate on Christianity and patriotism. The Home Ministry ordered the dissolution of a new religion called Honmichi (f. 1913) and charged 180 of its members with lèse-majesté in 1928 when its founder Onishi Aijirô (1881-1958) publicly denied the emperor's divinity. In a similar incident of 1936, the new religion Hito no Michi (f. 1931) was disbanded on charges of lèse-majesté, stemming from a doctrine identifying the Shinto goddess Amaterasu Omikami (the first ancestor of the imperial house, according to Shinto mythology), with the sun, a position taken to slander the imperial house.
The Peace Preservation Law of 1925, which gave the state wide-ranging powers to restrict speech and public assembly, was used in combination with charges of lèsemajesté to suppress minority religions conflicting in some way with Shinto. Three new religious movements were effectively silenced and their leaders jailed until the end of the war through the combined charges of lèse-majesté and violating the Peace Preservation Law: Ômotokyô (f. 1892) in 1935 (see Omoto ) (following an earlier suppression of this religion in 1921 under the Newspaper Law), Honmichi in 1938 for pacifism and renewed denial of imperial divinity, and Soka Gakkai (f. 1930) in 1943, when its leaders refused to enshrine a talisman from the Ise Grand Shrines. There were also some cases targeting traditional Buddhist sects, but the majority of prewar incidents of religious suppression involved either Christianity or new religious movements. The highly repressive Religious Organizations Law of 1940 labeled all religious organizations except Buddhism, Shinto sects, and Christianity, 'pseudo-religions' (ruiji shûkyô), greatly curtailing the freedom of new religions to assemble, publish, or proselytize.",author,direct_statement,asserted,,Describes State Shinto's contradiction with new religious movements,,0.0,,,qwen3:8b,True,True,True,True,True,True,True,True,,,none,"The sentence directly associates State Shinto with a specific practice and location, relevant to understanding its impact on new religious movements.",,,,,,,,,,,,
20,v2_qwen3-4b,random,clarke-2004-encyclopedia-of-new-religious-movements,605,649-649,2,association_or_framing,the beliefs of new religions such as Sôka Gakkai conflicted with that observance,the beliefs of new religions such as Sôka Gakkai conflicted with that observance,yes,"Several aspects of State Shinto posed difficult contradictions for adherents of new religious movements (and Christianity). State Shinto's glorification of death in battle was enacted at Tokyo's Yasukuni Shrine, which came to serve as a national shrine for the war dead, but those whose religious beliefs precluded assent to the apotheosis of the war dead as national gods were suspected as traitors. Similarly, the custom of home worship of a talisman from the Ise Shrines came to have a semi-obligatory status under State Shinto, but the beliefs of new religions such as Sôka Gakkai conflicted with that observance, causing members to be viewed with suspicion when they would refuse to enshrine an Ise talisman. Likewise, ritual surrounding the Imperial Rescript on Education (1890) forced members of new religions to choose between their faith and social ostracism. This document, which functioned as a sacred text of State Shinto, painted an ideal of a state built on the model of a family, with the sacred emperor at its head. School pupils and military personnel were expected to bow in reverence as it was ceremonially read, and related ceremonies required reverence of the emperor's portrait.
State Shinto shaped the suppression of religions through charges of lèse-majesté. In a celebrated event of 1890, when Uchimura Kanzô (1861-1930) declined on Christian principles to pay obeisance at a ceremonial reading of the Imperial Rescript on Education, he was accused of lèse majesté, precipitating widespread debate on Christianity and patriotism. The Home Ministry ordered the dissolution of a new religion called Honmichi (f. 1913) and charged 180 of its members with lèse-majesté in 1928 when its founder Onishi Aijirô (1881-1958) publicly denied the emperor's divinity. In a similar incident of 1936, the new religion Hito no Michi (f. 1931) was disbanded on charges of lèse-majesté, stemming from a doctrine identifying the Shinto goddess Amaterasu Omikami (the first ancestor of the imperial house, according to Shinto mythology), with the sun, a position taken to slander the imperial house.
The Peace Preservation Law of 1925, which gave the state wide-ranging powers to restrict speech and public assembly, was used in combination with charges of lèsemajesté to suppress minority religions conflicting in some way with Shinto. Three new religious movements were effectively silenced and their leaders jailed until the end of the war through the combined charges of lèse-majesté and violating the Peace Preservation Law: Ômotokyô (f. 1892) in 1935 (see Omoto ) (following an earlier suppression of this religion in 1921 under the Newspaper Law), Honmichi in 1938 for pacifism and renewed denial of imperial divinity, and Soka Gakkai (f. 1930) in 1943, when its leaders refused to enshrine a talisman from the Ise Grand Shrines. There were also some cases targeting traditional Buddhist sects, but the majority of prewar incidents of religious suppression involved either Christianity or new religious movements. The highly repressive Religious Organizations Law of 1940 labeled all religious organizations except Buddhism, Shinto sects, and Christianity, 'pseudo-religions' (ruiji shûkyô), greatly curtailing the freedom of new religions to assemble, publish, or proselytize.",author,direct_statement,asserted,,Identifies Soka Gakkai as conflicting with State Shinto practices,,0.0,,,qwen3:8b,True,True,True,True,True,True,True,True,,,none,"The expression directly connects new religions to specific practices and conflicts, relevant to the framing of religious movements under State Shinto.",,,,,,,,,,,,
21,v2_qwen3-4b,random,clarke-2004-encyclopedia-of-new-religious-movements,605,649-649,3,example_or_named_group,the Imperial Rescript on Education (1890),the Imperial Rescript on Education (1890),yes,"Several aspects of State Shinto posed difficult contradictions for adherents of new religious movements (and Christianity). State Shinto's glorification of death in battle was enacted at Tokyo's Yasukuni Shrine, which came to serve as a national shrine for the war dead, but those whose religious beliefs precluded assent to the apotheosis of the war dead as national gods were suspected as traitors. Similarly, the custom of home worship of a talisman from the Ise Shrines came to have a semi-obligatory status under State Shinto, but the beliefs of new religions such as Sôka Gakkai conflicted with that observance, causing members to be viewed with suspicion when they would refuse to enshrine an Ise talisman. Likewise, ritual surrounding the Imperial Rescript on Education (1890) forced members of new religions to choose between their faith and social ostracism. This document, which functioned as a sacred text of State Shinto, painted an ideal of a state built on the model of a family, with the sacred emperor at its head. School pupils and military personnel were expected to bow in reverence as it was ceremonially read, and related ceremonies required reverence of the emperor's portrait.
State Shinto shaped the suppression of religions through charges of lèse-majesté. In a celebrated event of 1890, when Uchimura Kanzô (1861-1930) declined on Christian principles to pay obeisance at a ceremonial reading of the Imperial Rescript on Education, he was accused of lèse majesté, precipitating widespread debate on Christianity and patriotism. The Home Ministry ordered the dissolution of a new religion called Honmichi (f. 1913) and charged 180 of its members with lèse-majesté in 1928 when its founder Onishi Aijirô (1881-1958) publicly denied the emperor's divinity. In a similar incident of 1936, the new religion Hito no Michi (f. 1931) was disbanded on charges of lèse-majesté, stemming from a doctrine identifying the Shinto goddess Amaterasu Omikami (the first ancestor of the imperial house, according to Shinto mythology), with the sun, a position taken to slander the imperial house.
The Peace Preservation Law of 1925, which gave the state wide-ranging powers to restrict speech and public assembly, was used in combination with charges of lèsemajesté to suppress minority religions conflicting in some way with Shinto. Three new religious movements were effectively silenced and their leaders jailed until the end of the war through the combined charges of lèse-majesté and violating the Peace Preservation Law: Ômotokyô (f. 1892) in 1935 (see Omoto ) (following an earlier suppression of this religion in 1921 under the Newspaper Law), Honmichi in 1938 for pacifism and renewed denial of imperial divinity, and Soka Gakkai (f. 1930) in 1943, when its leaders refused to enshrine a talisman from the Ise Grand Shrines. There were also some cases targeting traditional Buddhist sects, but the majority of prewar incidents of religious suppression involved either Christianity or new religious movements. The highly repressive Religious Organizations Law of 1940 labeled all religious organizations except Buddhism, Shinto sects, and Christianity, 'pseudo-religions' (ruiji shûkyô), greatly curtailing the freedom of new religions to assemble, publish, or proselytize.",author,direct_statement,asserted,,Key document causing conflict with new religions,,0.0,,,qwen3:8b,True,True,True,True,True,True,True,True,,,none,The expression is a named historical document relevant to religious suppression and new religious movements.,,,,,,,,,,,,
22,v1,random,davis-and-hankins-2002-new-religious-movements-and-religious-liberty-in-america,3,12-12,,,He takes no position on the truth or falsity of the group's claims.,He takes no position on the truth or falsity of the group's claims,no,"The point of Melton's essay is not to make an apologia for Scientology. He takes no position on the truth or falsity of the group's claims. Rather, he seeks to show that its practices are not all that different from other ordered religious communities. The upshot, though not argued explicitly, is that Scientology should be treated in the legal domain just as more mainstream groups are. Unfortunately, this is not the case, especially in some European countries where Scientology is considered a dangerous cult that must be highly regulated or shut down.
It is often difficult to pinpoint what facet of NRMs appears as most dangerous to the wider community. Susan Palmer, however, may have identified such a feature in her chapter on gender and sex roles. Again, as Miller's essay shows, there is nothing new about the phenomenon whereby NRMs present a frontal challenge to traditional sex, gender, marital, and familial norms. Shaker founder Mother Ann Lee taught absolute celibacy, even within marriage, and came to be seen by her followers as the female manifestation of Christ. John Humphrey Noyes, by contrast, led his Oneida community into 'complex marriage' whereby nearly all the community's males were simultaneously married to all the females. Working from a sociological perspective, Palmer steps back from contemporary NRMs to find patterns in gender roles and sexual relationships. She also finds that the longer an NRM exists, the more it tends to move toward the mainstream. As has been shown so many times in American religious history, American culture has a seemingly inexhaustible capacity to co-opt radical groups and pull them into the mainstream of American life, which is instructive for those who are concerned that NRMs will distort and possibly help destroy American culture. It is more likely that the reverse will happen.
Along with groups practicing nontraditional sex and gender roles, those practicing Satanism and witchcraft have contended for status as most controversial of the NRMs. James Richardson, like Palmer, utilizes the tools of modern sociology to analyze Wicca and Satanism, both of which consist of, as Richardson writes, 'small numbers of people doing things that are usually quite harmless to themselves and others,' but nevertheless 'are defined as major social problems by many in the U.S. and elsewhere.' Fostered by 'claims makers,' such social problems, which by definition must be dealt with and overcome, can lead to a 'moral panic' and 'perceived danger' that is out of proportion to the actual threat. Richardson traces the recent moral panic that has arisen as a result of Satanism and Wicca and concludes that the anti-cult movement combined with the penchant for melding the identities of Satanism and Wicca will likely continue to foster difficulties for both movements into the foreseeable future.",author,direct_statement,asserted,Scientology,,,0.0,,15790,,,,,,,,,,,,,,,,,,,,,,,,,
23,v1,random,davis-and-hankins-2002-new-religious-movements-and-religious-liberty-in-america,3,12-12,,,"Unfortunately, this is not the case, especially in some European countries where Scientology is considered a dangerous cult that must be highly regulated or shut down.",Scientology is considered a dangerous cult that must be highly regulated or shut down,no,"The point of Melton's essay is not to make an apologia for Scientology. He takes no position on the truth or falsity of the group's claims. Rather, he seeks to show that its practices are not all that different from other ordered religious communities. The upshot, though not argued explicitly, is that Scientology should be treated in the legal domain just as more mainstream groups are. Unfortunately, this is not the case, especially in some European countries where Scientology is considered a dangerous cult that must be highly regulated or shut down.
It is often difficult to pinpoint what facet of NRMs appears as most dangerous to the wider community. Susan Palmer, however, may have identified such a feature in her chapter on gender and sex roles. Again, as Miller's essay shows, there is nothing new about the phenomenon whereby NRMs present a frontal challenge to traditional sex, gender, marital, and familial norms. Shaker founder Mother Ann Lee taught absolute celibacy, even within marriage, and came to be seen by her followers as the female manifestation of Christ. John Humphrey Noyes, by contrast, led his Oneida community into 'complex marriage' whereby nearly all the community's males were simultaneously married to all the females. Working from a sociological perspective, Palmer steps back from contemporary NRMs to find patterns in gender roles and sexual relationships. She also finds that the longer an NRM exists, the more it tends to move toward the mainstream. As has been shown so many times in American religious history, American culture has a seemingly inexhaustible capacity to co-opt radical groups and pull them into the mainstream of American life, which is instructive for those who are concerned that NRMs will distort and possibly help destroy American culture. It is more likely that the reverse will happen.
Along with groups practicing nontraditional sex and gender roles, those practicing Satanism and witchcraft have contended for status as most controversial of the NRMs. James Richardson, like Palmer, utilizes the tools of modern sociology to analyze Wicca and Satanism, both of which consist of, as Richardson writes, 'small numbers of people doing things that are usually quite harmless to themselves and others,' but nevertheless 'are defined as major social problems by many in the U.S. and elsewhere.' Fostered by 'claims makers,' such social problems, which by definition must be dealt with and overcome, can lead to a 'moral panic' and 'perceived danger' that is out of proportion to the actual threat. Richardson traces the recent moral panic that has arisen as a result of Satanism and Wicca and concludes that the anti-cult movement combined with the penchant for melding the identities of Satanism and Wicca will likely continue to foster difficulties for both movements into the foreseeable future.",author,direct_statement,asserted,Scientology; cult,,,0.0,,15792,,,,,,,,,,,,,,,,,,,,,,,,,
24,v2_qwen3-4b,random,davis-and-hankins-2002-new-religious-movements-and-religious-liberty-in-america,3,12-12,2,criterion,"the longer an NRM exists, the more it tends to move toward the mainstream.","the longer an NRM exists, the more it tends to move toward the mainstream.",yes,"The point of Melton's essay is not to make an apologia for Scientology. He takes no position on the truth or falsity of the group's claims. Rather, he seeks to show that its practices are not all that different from other ordered religious communities. The upshot, though not argued explicitly, is that Scientology should be treated in the legal domain just as more mainstream groups are. Unfortunately, this is not the case, especially in some European countries where Scientology is considered a dangerous cult that must be highly regulated or shut down.
It is often difficult to pinpoint what facet of NRMs appears as most dangerous to the wider community. Susan Palmer, however, may have identified such a feature in her chapter on gender and sex roles. Again, as Miller's essay shows, there is nothing new about the phenomenon whereby NRMs present a frontal challenge to traditional sex, gender, marital, and familial norms. Shaker founder Mother Ann Lee taught absolute celibacy, even within marriage, and came to be seen by her followers as the female manifestation of Christ. John Humphrey Noyes, by contrast, led his Oneida community into 'complex marriage' whereby nearly all the community's males were simultaneously married to all the females. Working from a sociological perspective, Palmer steps back from contemporary NRMs to find patterns in gender roles and sexual relationships. She also finds that the longer an NRM exists, the more it tends to move toward the mainstream. As has been shown so many times in American religious history, American culture has a seemingly inexhaustible capacity to co-opt radical groups and pull them into the mainstream of American life, which is instructive for those who are concerned that NRMs will distort and possibly help destroy American culture. It is more likely that the reverse will happen.
Along with groups practicing nontraditional sex and gender roles, those practicing Satanism and witchcraft have contended for status as most controversial of the NRMs. James Richardson, like Palmer, utilizes the tools of modern sociology to analyze Wicca and Satanism, both of which consist of, as Richardson writes, 'small numbers of people doing things that are usually quite harmless to themselves and others,' but nevertheless 'are defined as major social problems by many in the U.S. and elsewhere.' Fostered by 'claims makers,' such social problems, which by definition must be dealt with and overcome, can lead to a 'moral panic' and 'perceived danger' that is out of proportion to the actual threat. Richardson traces the recent moral panic that has arisen as a result of Satanism and Wicca and concludes that the anti-cult movement combined with the penchant for melding the identities of Satanism and Wicca will likely continue to foster difficulties for both movements into the foreseeable future.",author,direct_statement,asserted,,NRM mainstreaming criterion from author,,0.0,,,qwen3:8b,True,True,True,True,True,True,True,True,,,none,"The expression is a clear, self-contained criterion about NRMs moving toward mainstream.",,,,,,,,,,,,
25,v1,random,davis-and-hankins-2002-new-religious-movements-and-religious-liberty-in-america,8,20-20,,,Woe be to anyone to whom God speaks directly!,Woe be to anyone to whom God speaks directly!,yes,"SEVENTEENTH CENTURY
It is a sad irony that those early British settlers who came to our shores for religious freedom did not themselves prove at all tolerant. The early Puritans, so called because they originally sought to 'purify,' meaning decatholicize, the Church of England, had themselves suffered plenty of persecution in England, particularly at the hands of William Laud, Bishop of London and later Archbishop of Canterbury, so much so that they began to flee the country, at first in small numbers to the Netherlands, and then in larger numbers to the new world. But once they had established their holy commonwealth in New England, they were as determined as any of their predecessors not to suffer the outrages of heretical doctrine and practice. The founding of Rhode Island was one outgrowth of that persecution, as refugees from Massachusetts made it their haven. Roger Williams went to Massachusetts as a minister for the church in Boston, but upon arrival refused to serve because the church had not formally separated itself from the Church of England. He compounded his problems with other heresies, including the patently outrageous idea that the settlers should not be stealing land from the Indians, as well as a set of convictions that amounted to a belief in the separation of church and state. By 1635, Williams was sentenced to deportation, and he responded by fleeing into the wilderness in 1636, heading south and eventually founding Providence. There he founded the first Baptist church in America, and, of course, he has become a great Baptist hero now that he is more than three hundred years dead and nobody actually has to deal with him any more. As an aside, one cannot help but wonder whether the current Southern Baptist leadership has ever looked at what its founding hero actually had to say, i.e., what a strong advocate he was for church-state separation.
Two years later Anne Hutchinson was similarly expelled from Massachusetts for her challenges to the Massachusetts ministers and especially for her defense, in what was essentially her heresy trial, in which she committed the cardinal error of claiming that she had received special revelation, direct communication from God. Woe be to anyone to whom God speaks directly! She and her supporters similarly found themselves starting life anew in the wilderness of Rhode Island. 1
The early New Englanders also had an especially intense dislike of the Quakers, who in their early years were zealous promoters of their own brand of Puritanism, which differed from that of the New England majority. The Quakers were among the most radical of the Puritans, vigorously opposing hierarchy and sacraments and seeking an intensively personal and individualized spirituality. They had their origin with George Fox, who in 1648 began to speak publicly of his faith, especially of his belief that one could have a direct revelation of Christ, indeed a direct, personal connection with God. He suffered persecution, but persevered and in 1652 organized a group of spiritual seekers in Lancashire. Quakers did indeed pose a threat to the established order, what with their disdain for ritual, their minimizing of the importance of ordained clergy, their giving up of visible sacraments, and, perhaps above all, their tremendous zeal to spread their faith.",author,direct_statement,asserted,Anne Hutchinson,,,0.0,,15847,,,,,,,,,,,,,,,,,,,,,,,,,
