sample_id,source_dataset,document_id,chunk_index,embedding_text,context_window,attribution,claim_mode,epistemic_status,raw_archive_path,raw_archive_line,expression_faithful,attribution_correct,claim_mode_correct,epistemic_status_correct,recommended_epistemic_status,extracion_issue
66,miviludes,raw-transcript,8,"Celle-ci peut être émotionnelle, notamment par la perte de l’autonomie et du libre arbitre","La difficulté à se désengager constitue l’un des éléments les plus caractéristiques de l’état de sujétion psychologique des personnes victimes d’emprise sectaire.

Une difficile prise de conscience
Cette difficulté se matérialise en premier lieu par le fait que les victimes ne se perçoivent pas comme telles : elles sont souvent dans une forme de déni de l’emprise qu’elles subissent, au point de ne pas en reconnaître les signes et de minimiser les abus ou les comportements qui leur sont préjudiciables.

Admettre que l’on subit une emprise sectaire peut demander du temps et peut nécessiter parfois une intervention extérieure.

L'isolement des personnes
Plusieurs signalements soulignent, lorsqu’un adepte quitte le groupe, l’épreuve que représente l’immense solitude ressentie du fait de la rupture des liens avec les autres adeptes. Cette difficulté est accrue lorsque l’adepte est né ou a grandi dans le groupe et qu’en le quittant, il lui est imposé de rompre aussi avec sa famille (conjoint, parents, enfants, frères et sœurs), ses seuls amis, le seul milieu qu’il a vraiment connu.

La dépendance à l'égard du groupe ou du leader
La dépendance est un autre facteur freinant le désengagement des victimes. Celle-ci peut être émotionnelle, notamment par la perte de l’autonomie et du libre arbitre qui induisent souvent une peur de l’abandon et peut résulter de techniques de manipulation affective telles que la culpabilisation ou la création d’un sentiment d’obligation envers le groupe.",author,direct_statement,asserted,/Users/celestinmeunier/Documents/cults/thesis/corpus/processed/miviludes/criterion_expressions.jsonl,904,,,,,,none
67,miviludes,raw-transcript,9,Stratégie nationale de lutte contre les dérives sectaires,"La dépendance de la victime peut aussi être financière, certains adeptes ne disposant plus de suffisamment de ressources matérielles pour engager un processus de reconstruction à l’extérieur. Cette dépendance économique est souvent liée aux contributions financières importantes exigées des membres du groupe, aux dons qu’il a fallu consentir y compris parfois de biens immobiliers ou de leur prix de vente, ou à l’impossibilité d’exercer une profession générant des revenus.

Lorsque la victime parvient à se désengager, le processus de reconstruction est particulièrement difficile car non seulement elle doit surmonter ses traumatismes, mais la vie au sein du groupe l’a privée de tous repères. Aussi, la sortie de groupe est une épreuve, comme quitter le domicile commun l’est, et souvent pour les mêmes motifs, pour les victimes de violences conjugales.

La Miviludes apporte son soutien, informe et oriente les victimes de dérives sectaires mais constate leurs réticences à témoigner et davantage encore à agir en justice. Cette difficulté à témoigner repose sur plusieurs facteurs : un sentiment de honte ou de culpabilité, la crainte du jugement des autres, celle d’être marginalisées au sein du nouveau cercle social qu’elles tentent d’intégrer. Les victimes évoquent parfois simplement le souhait d’oublier au plus vite ce qu’elles ont vécu.

Une sensibilisation des acteurs de l’aide aux victimes est menée dans le cadre de la Stratégie nationale de lutte contre les dérives sectaires 2024/2027 (ex. formation des 350 psychologues du réseau national France victimes).

L’un des principaux messages qui leur sont délivrés est d’accepter le temps nécessaire au désengagement et à la réparation, qui est un temps long.",author,direct_statement,asserted,/Users/celestinmeunier/Documents/cults/thesis/corpus/processed/miviludes/criterion_expressions.jsonl,909,,,,,,none
68,interviews,b1-aug05-1650,0,Tomato cult!,"INTERVIEW — Aug 5, 16:50

Interviewee: 44 years old, gender ""other"", main language Slovak, lives in Slovakia,
nationality Slovak (see notes).

---

Interviewer: So, my first question is: when you hear the word cult, what comes to your mind?

Interviewee: Tomato cult! [laughs] Okay — it's a local community of people growing local tomatoes.",participant,direct_statement,asserted,/Users/celestinmeunier/Documents/cults/thesis/corpus/processed/interviews/criterion_expressions.jsonl,1,,,,,,none
69,interviews,b1-aug06-1955,1,I don't know a lot about cults,"Interviewer: Well, what's the first thing you think about, about cults?

Interviewee: I don't know, I don't really know a lot about those. [You mean] the first thing that came to your mind is this AI cult I talked about — do you remember?

Interviewer: Yes, I just remembered

Interviewee: You explained the theory that there exists some cult that says artificial intelligence could be like a god. Yes, you know — so, this is my first thought. Okay, yeah, but I don't actually really know about cults. Maybe I saw something in American Horror Story — there was some series, okay, I think it was, like, one season or something — and it was a cult where, uh, people were killing other people, dressed like clowns.

Interviewee: Yes — this is the first thing I think about, because I'm not — [laughs] sorry, sorry. Yeah, yeah. And so, in this American Horror Story season — this cult — what did it look like, and what made it a cult, do you think?",participant,direct_statement,negated,/Users/celestinmeunier/Documents/cults/thesis/corpus/processed/interviews/criterion_expressions.jsonl,9,,,,,,none
70,interviews,b1-aug08-1420,2,"they just manipulate and control the people within the cult, and they just make their own little society","Interviewee: I guess because I've seen documentaries, or media, and it was usually in those instances that I did see it — it was those kinds of people.

Interviewer: Okay, so — and then, yeah, interesting — so that's all the things that you've seen just from media. And so, these things that you saw in documentaries — like, why do you think they characterize them as cults?

Interviewee: I guess there's a definition of cult, and hopefully they're assessed based on some definition, but I guess a cult is anything that becomes too extreme in an ideology, and kind of just messes with the people themselves. They don't necessarily outwardly, like, do things — they just manipulate and control the people within the cult, and they just make their own little society. And, yeah, that's my understanding of cult.

Interviewer: Okay. And, like, given these things — there's still no examples that come to your mind when you think about it?

Interviewee: Yeah, I don't have any names. And, like, yeah, I kind of just think, ""okay, I don't want that information in my brain anymore."" Yeah, so I guess I also see that often — in examples I've seen but don't remember the names of — religion, or some sort of spirituality, was used and then, like, exaggerated. Yeah, so I was curious, thinking about it myself, like — if someone is considered to be a Zionist, is it because they have the core belief that they want to annihilate the people of Palestine, and everyone else that they deem is putting them at risk? Then, why couldn't that also be considered a cult — because they are also raised and brainwashed from a young age, given this narrative, so their reality is completely different — which is kind of similar to what happens in cults, where children are raised with a completely different reality.",participant,direct_statement,asserted,/Users/celestinmeunier/Documents/cults/thesis/corpus/processed/interviews/criterion_expressions.jsonl,22,,,,,,none
71,interviews,b1-aug08-1420,2,"in examples I've seen but don't remember the names of — religion, or some sort of spirituality, was used and then, like, exaggerated","Interviewee: I guess because I've seen documentaries, or media, and it was usually in those instances that I did see it — it was those kinds of people.

Interviewer: Okay, so — and then, yeah, interesting — so that's all the things that you've seen just from media. And so, these things that you saw in documentaries — like, why do you think they characterize them as cults?

Interviewee: I guess there's a definition of cult, and hopefully they're assessed based on some definition, but I guess a cult is anything that becomes too extreme in an ideology, and kind of just messes with the people themselves. They don't necessarily outwardly, like, do things — they just manipulate and control the people within the cult, and they just make their own little society. And, yeah, that's my understanding of cult.

Interviewer: Okay. And, like, given these things — there's still no examples that come to your mind when you think about it?

Interviewee: Yeah, I don't have any names. And, like, yeah, I kind of just think, ""okay, I don't want that information in my brain anymore."" Yeah, so I guess I also see that often — in examples I've seen but don't remember the names of — religion, or some sort of spirituality, was used and then, like, exaggerated. Yeah, so I was curious, thinking about it myself, like — if someone is considered to be a Zionist, is it because they have the core belief that they want to annihilate the people of Palestine, and everyone else that they deem is putting them at risk? Then, why couldn't that also be considered a cult — because they are also raised and brainwashed from a young age, given this narrative, so their reality is completely different — which is kind of similar to what happens in cults, where children are raised with a completely different reality.",participant,direct_statement,asserted,/Users/celestinmeunier/Documents/cults/thesis/corpus/processed/interviews/criterion_expressions.jsonl,23,,,,,,none
72,interviews,b1-aug08-2128,1,"people participating in something, and then there's a person who has another agenda and kind of manipulates them","Interviewer: Okay, do you have a specific example that would come to your mind immediately?

Interviewee: I don't have a specific name, but it's more like — those yoga cults which existed some time ago. I don't have other names.

Interviewer: Okay, what is it that's ""culty"" to you about them?

Interviewee: I would say it's people participating in something, and then there's a person who has another agenda and kind of manipulates them, and uses, like — their, I don't know — participation, or — I think that's not the right word — but, like, their willingness, and, like, their good [nature] to participate in something. And just, like — yeah, I don't know — I need another word in English — but, like, what's the word in German? Um — ""Missbrauch"" [German for ""abuse""/""misuse""]. Yeah, exactly — he's famous for abusing the trust — the trust, the consent, of the people — and using it for his own purposes.

Interviewer: Okay, if you were to, then, try to give a definition of the cult, which aspect would you feel is the most important of all the things you already said? Or maybe there are other ones that come to your mind?",participant,direct_statement,asserted,/Users/celestinmeunier/Documents/cults/thesis/corpus/processed/interviews/criterion_expressions.jsonl,28,,,,,,none
73,interviews,b1-aug08-2137,3,"an extreme part of any kind of religion, whatever you believe in","Interviewer: What's it called? ""Luz del Mundo""? ""Los del Mundo""?

Interviewee: Yeah, it's a religion that was created in Guadalajara, Mexico, and they have a church, like, I don't know, an impressive building, a lot of money there, and the people, the community — not a cult, because ""community"" versus ""cult"" — you know, like a bunch of people, and this was, of course, a broader topic. But there was an extreme part of the religion where the people who grew up there — like, if your parents were there, you grew up there, and you don't know anything else than that, so anything outside of that is wrong. And it's a bit of — okay, an extreme part of any kind of religion, whatever you believe in, you know.

Interviewer: So, then, if you were to compare this church with the Ku Klux Klan — how are they different, or how are they similar, also, because of the extreme way of practicing their beliefs?

Interviewee: Okay, no — that can be — this goes more into the religious and against a particular topic, but in a super extreme way. Yeah, no — talking about back in the day, again — this Ku Klux Klan thing is really more like a movie stereotype of what a cult means, because probably this is how I learned what the word means, you know — that can be the first thing that came to my mind when you say the word.",participant,direct_statement,asserted,/Users/celestinmeunier/Documents/cults/thesis/corpus/processed/interviews/criterion_expressions.jsonl,42,,,,,,none
74,interviews,b1-aug08-2145,0,what makes something considered a cult versus not a cult?,"INTERVIEW — Aug 8, 21:45

Interviewee: 36 years old, male, main language French, speaking in English, lives in
Germany, French nationality.

---

Interviewer: Okay, so the question is: when you hear the word cult, what comes to your mind?

Interviewee: I think the first thing that comes to my mind is more, probably, the bad side of it — the bad side of it. Because I guess, maybe it's more like growing up — you know, you were hearing these stories about girls, and the more sensational things around it — this girl, they were doing this, and it was really bad. And then there were stories, or like those people that are being set on fire because they believed in something — you know, you were told it's always crazy. And then, obviously, growing up, you learn a bit more about it, so I gradually got more interested, and then — I'm at a state now where I'm not thinking of joining a cult anytime soon, but I have more of an understanding of why you would want to believe in different things and maybe follow a different way of life. And then it also makes you question: what makes something considered a cult versus not a cult? And, you know, where do you draw the line — different societies have very different views of what would be considered a cult in certain societies versus others.",participant,question_or_reflection,speculative,/Users/celestinmeunier/Documents/cults/thesis/corpus/processed/interviews/criterion_expressions.jsonl,44,,,,,,none
75,interviews,b1-aug09-2048,3,you cannot skip to religion without it first becoming a cult,"Interviewer: And because, like, all of the examples you gave me — I mean, you started by, I think, immediately putting it close to religion. So, like, when we start talking about the cult, it's kind of the immediate link you make?

Interviewee: Yeah, yeah, yeah, yeah, yeah — for me, it's, uh, it's kind of — every cult is a larva of a future religion-butterfly. Yeah, I think you cannot skip to religion without it first becoming a cult, okay. I think these twelve fucking disciples walking around and speaking in tongues were culty at the beginning, and now, nobody — everybody's just taking this shit for granted these days. Okay, there were these twelve weird dudes, they just walked the earth and spoke in tongues — culty as shit, in my opinion.

Interviewer: So it's mostly, like, you have a negative association with.

Interviewee: Yes

Interviewer: Absolutely, okay, have you ever encountered a cult in your life?",participant,direct_statement,asserted,/Users/celestinmeunier/Documents/cults/thesis/corpus/processed/interviews/criterion_expressions.jsonl,65,,,,,,none
76,interviews,b1-aug09-2048,7,your cult commander,"Interviewer: Please check.

Interviewee: Well, I mean, it's not — the Russian Orthodox Church is not as known for sex scandals as, let's say, the Catholic Church, but it doesn't mean they're not there. Like, we have next to no clue what the f*** is going on in those monasteries. Yeah, but I would be shocked to discover that — whenever there's a power imbalance, people start touching each other in inappropriate places. And this is a strictly hierarchical system, so, of course, there's going to be power imbalances, and whenever there's a power imbalance, there's going to be exploitation. Yeah, it can be just your boss at work, it can be your military commander, it can be your church commander — your cult commander — but as long as you make people unequal, and somebody's going to be a little afraid to tell you when you touch me on my nipples — you might eventually touch me on my nipples. Yeah, yeah, yeah, that's my opinion.

Interviewer: Yeah, you understand —

Interviewee: And I just — I cannot give specific links to specific cases of this kind of behavior in the Russian Orthodox Church, but I have certainly heard of this in life in general.

Interviewer: Yeah, yeah, of course.",participant,direct_statement,asserted,/Users/celestinmeunier/Documents/cults/thesis/corpus/processed/interviews/criterion_expressions.jsonl,69,,,,,,none
77,interviews,b1-aug09-2124,0,it's not really a belief system,"INTERVIEW — Aug 9, 21:24

Interviewee: 32 years old, male, main language English, speaking in English, lives in Germany, American / German-American nationality (see notes).

Interviewer: Um, when you hear the word cult, what comes to your mind?

Interviewee: Bike polo, okay — say, the specific club I currently belong to. Yeah, I guess it's culty, because it's very — it's very niche. It's a random... — I don't know, it's a subset, sub-world, and subset of society, in a way. I guess it's not really a belief system, except that we have the ""shuffle gods"" [referring to the random in which teams are selected in bike polo].

Interviewee: And it's a very close-knit community with little chapters around the world. We're all encouraged to go to other locations to meet up with other members of the community periodically, and come together and frolic in our celebration of the world, and life, and our existence.",participant,direct_statement,asserted,/Users/celestinmeunier/Documents/cults/thesis/corpus/processed/interviews/criterion_expressions.jsonl,75,,,,,,none
78,interviews,b1-aug11-2011,1,"the things that make me address them as such is the fact that they keep trying to include more and more people, and they exert pressure on people to make them join their group","Interviewee: so I have the feeling that when someone decides to join a cult, they might not even call it a cult, actually — because I also feel the name itself comes with a negative connotation. So I don't know if people who join actually say ""they belong to a cult"" or something — it's more like a word given from outside, by outsiders, to address this group.

Interviewee: So it's a group of people based on very specific beliefs, maybe goals, maybe a project — maybe there's a common project that people decide to commit to — but it comes with, like, compromising: once you're in, you leave something outside, you have to give up something else to be part of that community that's then called a cult. But I have more the feeling it's a name that's given to this group from outsiders.

Interviewer: And would you have specific examples of groups that would fit this definition you gave?

Interviewee: The first thing that comes to my mind, if I think about — Jehovah's Witnesses, yes, to me, I would say that sounds a bit like a ""culty"" community group. And also, the things that make me address them as such is the fact that they keep trying to include more and more people, and they exert pressure on people to make them join their group — which, I take for granted, comes also with a financial commitment, for example, I don't know.

Interviewee: Cult, for me, also means a lack of freedom. It means committing to rules, committing to maybe a financial engagement, and it comes with giving up some individual freedoms, let's say.",participant,direct_statement,asserted,/Users/celestinmeunier/Documents/cults/thesis/corpus/processed/interviews/criterion_expressions.jsonl,84,,,,,,none
79,interviews,b1-aug11-2011,2,this sounds like a bit of brainwashing that's been done at an age where there wasn't even yet self-consciousness and self-awareness,"Interviewer: Do you feel like the Jehovah's Witnesses verify all the criteria that you gave, or do you have other examples — and if not, do you have other examples of a group that would fit these criteria?

Interviewee: No, I don't have much personal experience. I think it's Jehovah's Witnesses, because I've happened to interact with them. I also happened to interact with another — like, some other girls proselytizing, they stopped me on the street once, in Mitte, and they were, I think, kind of Mormons — so, a U.S.-based Christian community, ""the New Jesus something"", I don't know — but they looked like they were, like, 20 years old and 18, and they were sent on a mission to spread the word. And, for me, this sounds like a cult, because they were way too young to have a concrete, individual opinion about such a big topic as spirituality can be. And so, for me, this sounds like a bit of brainwashing that's been done at an age where there wasn't even yet self-consciousness and self-awareness — and the fact that they were going around, having come from another state far away to spread the word, it didn't feel like it was the result of their own decision, a choice, or the result of research — because, when it comes to spirituality, it should be the result of an individual's own search.

Interviewee: So — I'm not sure of the name of this community, maybe ""the New Garden,"" ""the New Jesus,"" something — I think they were Mormons, they were dressed like members of the Church of Jesus Christ of Latter-day Saints, something like this, yeah. This comes to my mind. I also met other people coming from more, like — what we can call, like, ""new age"" kinds of things — so, like, '60s, '70s kind of spiritual movements. So there is always, like, a connection with spirituality in what ""cult"" means to me, because often those communities, as far as I know, develop around — I mean, spirituality, let's say. It also happened, we had to talk with someone who was there at the beginning, in the '60s-'70s, of this Human Design kind of thing — yeah, talking to this person, it felt like — you know, for me, it's not about having strong beliefs and following them out of personal resonance, it's the fact of trying to convince others when there's no question, when there's an explicit demand. This, to me, starts to sound like a cult — and it starts to sound like, they want me in also because they need something from me, which may turn out to be money.",participant,direct_statement,asserted,/Users/celestinmeunier/Documents/cults/thesis/corpus/processed/interviews/criterion_expressions.jsonl,85,,,,,,none
80,interviews,b1-aug12-1231,0,"when you hear the word ""cult,"" what comes to your mind?","INTERVIEW — Aug 12, starting 12:31

Interviewee: Gender Male, Age 53, German nationality, main language German, speaking in English, lives in Germany.

--

Interviewer: So, first and only question — when you hear the word ""cult,"" what comes to your mind?

Interviewee: Honestly, some kind of new wave band — Blue Öyster Cult, okay, this kind of stuff. And then secondly, religious cults.",unspecified,question_or_reflection,asserted,/Users/celestinmeunier/Documents/cults/thesis/corpus/processed/interviews/criterion_expressions.jsonl,91,,,,,,off_topic
81,interviews,b1-aug12-1231,2,following a leadership that tells you what's right and what's wrong,"Interviewee: Yeah, this kind of mass-suicide.

Interviewer: Oh yeah, from the '70s or '80s?

Interviewee: That kind of thing, or — the Hare Krishnas.

Interviewer: And what is, in your opinion, ""culty"" about them — like, what are the attributes that make them a cult?

Interviewee: Well, usually following a leadership that tells you what's right and what's wrong, okay. And then identification with the leadership figure and the cult itself, so you clearly know that you're a member and that others are not.",participant,direct_statement,asserted,/Users/celestinmeunier/Documents/cults/thesis/corpus/processed/interviews/criterion_expressions.jsonl,94,,,,,,none
82,interviews,b1-aug12-1231,3,how it's perceived as a whole,"Interviewer: Yeah.

Interviewee: And and I guess, suggest that it's a bit touching on the metaphysical — whereas the cult is more touching on the subcultural, or something like that.

Interviewer: Uh-huh. Okay — so you're making a difference between cult and religion?

Interviewee: Yeah, at first thought I would differentiate cult and religion, but then on second thought — of course, all the established religions are also cults. They just managed to be perceived a bit better.

Interviewer: Okay, so there's an aspect of cult that would be, um, like this kind of legitimacy, or how it's perceived as a whole?",unspecified,question_or_reflection,speculative,/Users/celestinmeunier/Documents/cults/thesis/corpus/processed/interviews/criterion_expressions.jsonl,98,,,,,,none
83,interviews,b1-aug13-1342,1,"And that doesn't necessarily mean the cult is the better choice — it can be — but at least you have the privilege, the freedom, to say ""I want to go out of a certain system.""","Interviewee: For instance, I watched once a documentary about a cult called Raëlism. Have you heard of it? It's pretty crazy, nonsense shit, to be honest. But, you know, here's where I see the privilege — I believe, in some areas of the world you are dominated by the conditions around you, the daily struggles in life, where people have to be in fight-or-flight mode, so they don't have the privilege to think or rethink their beliefs and say ""oh, this doesn't fit me, I'd like to follow this cult or that belief"" — while in some areas of the world, especially in war zones, when people are very close to death, I believe they'd rather stick to what they were raised on, because they believe this is the remedy, or this is what gives them the better life they'll have after. So, from that point of view, I see it as a privilege — when people are safe, when they have the freedom of choice and opinion and all of that, they have the privilege to say ""no, I want to be out of this religious system, and I would like to follow an alternative belief, or cult, or whatsoever."" And that doesn't necessarily mean the cult is the better choice — it can be — but at least you have the privilege, the freedom, to say ""I want to go out of a certain system.""

Interviewee: I watched once a documentary on Netflix called ""How to Become a Cult Leader,"" because — it's like a joke I make with my friends — that in my retirement I would like to create a cult for me and my friends, that believes in nothing, and we'd have this space where we believe in nothing together, you know. But it's very interesting how people can adopt, or follow, a certain — I don't know — ideology, just because they can, you know.",participant,direct_statement,asserted,/Users/celestinmeunier/Documents/cults/thesis/corpus/processed/interviews/criterion_expressions.jsonl,116,,,,,,contextless_fragment
84,interviews,b1-aug13-1342,2,"it can be both, and it can be neither","Interviewer: Yeah, so you're using both the words ""ideology"" and ""belief"" — so, do you feel like cults can be tied to either, or both?

Interviewee: Not necessarily, but it can be — it can be both, and it can be neither. But most of the time, to convince people to be part of something, you need a certain ideology that resonates with people on a certain level. Like, if we're talking about Raëlism, for instance — for people who were feeling alienated, or not fitting in — that's also very interesting about cults: that they look at the weaknesses in people's psychology and try to use that to their benefit. Like for Raëlism, where they started convincing people, ""if you're feeling alienated, that's not out of nowhere — that's because we are actually created by aliens,"" you know? So, yeah, psychologically, it's very interesting how cults work — that they try to find the weakest spot in your brain and play around it to convince you that, no, it's something special.

Interviewer: Yeah, yeah. Yeah, cool — it's cool, I think that's enough. Yeah, thank you.

Interviewee: I'm just going to talk a little bit about the different sects of Muslims. For instance, Sunnis are prohibited from drinking alcohol, but the Alawites, for instance, don't see that as prohibited — they drink alcohol. And this is where I see the difference between a sect and a cult: sects still fall under a higher umbrella of rules, or a belief that says ""this is the core belief,"" and the way you practice that belief can vary from one sect to another. Whereas in a cult, you don't need that — you can create the umbrella you want.

Interviewer: But — can a sect be a cult?",participant,direct_statement,asserted,/Users/celestinmeunier/Documents/cults/thesis/corpus/processed/interviews/criterion_expressions.jsonl,120,,,,,,contextless_fragment
85,interviews,b1-aug13-1342,3,a sect would be a cult under a religious umbrella,"Interviewee: I mean, theoretically, yes, I think — or a sect would be a cult under a religious umbrella, probably. But then, I don't know what makes a cult — for me, in my understanding, a cult isn't necessarily linked to a religion, but a sect is always tied to fall under a certain religion.

Interviewer: Yeah.

Interviewee: But, for instance, there's also the Druze in the Palestine area, which we still don't know whether to call a sect or a cult, because the Druze have their own beliefs, but at the same time, one of their rules is that — depending on where they are geographically — they blend with the majority religion there. So, for example, the Druze in Syria — they're in the south of Syria, and the majority there are Muslim, so the Druze consider themselves Muslim in that context. While the Druze in Lebanon — they're in an area where the majority is Christian, so they practice and do some religious acts as Christians. But they would still call themselves Druze, not Christian, and not Muslim. So Druze, I think, could be more a cult than a sect. But Catholic or Shia is still a sect, under Muslims or Christians.

Interviewer: Yeah. Yeah.

Interviewee: I was — I don't know, like the Freemasons, actually — but still, I would see them as a cult, you know, because there's this kind of rules and regulations to be part of it, but you don't necessarily have to believe in one religion — you can be Muslim and a part of the Masons, but you can also be Christian and part of the Masons.",participant,direct_statement,asserted,/Users/celestinmeunier/Documents/cults/thesis/corpus/processed/interviews/criterion_expressions.jsonl,124,,,,,,none
86,interviews,b1-aug13-1342,4,"I don't have a lot of knowledge about what their mission is, or what their core goal is.","Interviewer: So, on which aspect, then, are the Masons a cult?

Interviewee: I'm not — I don't have a lot of knowledge about what their mission is, or what their core goal is. There was this... what was it called? What was the name of this guy who got in a scandal, for scamming people — Gomez. Gomez, the guy who loved doing Botox. Yeah, this guy [showing a picture on her phone].

Interviewer: So, can you tell me more?

Interviewee: Uh, like — ah, the Buddhafield cult — it was also about, you know, trying to bring spirituality, meditation, and enlightenment into, you know, reaching a higher spiritual space, or place. But actually, what was the scandal about, with this guy: he had, like, a really large following — I don't know, 100,000 followers — really, a lot of people, and he made this cult, even with Hollywood celebrities. And in his practices, one of the rituals they did — they sat in a dark room and meditated — and they were interviewing one of his ex-followers, and he was saying that during the meditation, Gomez would go around the room and put his thumb between people's eyes, and then people would start to see light. And then, this guy — once, he opened his eyes during the ceremony, and he realized that Gomez had an LED light on his tongue that he could turn on immediately when he touched them. So it was crazy how people who didn't know that would totally buy it, you know, and blindly believe it — it's just like the placebo effect: when you convince people so hard that this is reality, they take it. And I don't know if it comes from a highly convincing people, or because the human mind is just so fragile to be influenced.",participant,direct_statement,asserted,/Users/celestinmeunier/Documents/cults/thesis/corpus/processed/interviews/criterion_expressions.jsonl,134,,,,,,none
87,interviews,b1-aug13-1342,4,"once, he opened his eyes during the ceremony, and he realized that Gomez had an LED light on his tongue that he could turn on immediately when he touched them.","Interviewer: So, on which aspect, then, are the Masons a cult?

Interviewee: I'm not — I don't have a lot of knowledge about what their mission is, or what their core goal is. There was this... what was it called? What was the name of this guy who got in a scandal, for scamming people — Gomez. Gomez, the guy who loved doing Botox. Yeah, this guy [showing a picture on her phone].

Interviewer: So, can you tell me more?

Interviewee: Uh, like — ah, the Buddhafield cult — it was also about, you know, trying to bring spirituality, meditation, and enlightenment into, you know, reaching a higher spiritual space, or place. But actually, what was the scandal about, with this guy: he had, like, a really large following — I don't know, 100,000 followers — really, a lot of people, and he made this cult, even with Hollywood celebrities. And in his practices, one of the rituals they did — they sat in a dark room and meditated — and they were interviewing one of his ex-followers, and he was saying that during the meditation, Gomez would go around the room and put his thumb between people's eyes, and then people would start to see light. And then, this guy — once, he opened his eyes during the ceremony, and he realized that Gomez had an LED light on his tongue that he could turn on immediately when he touched them. So it was crazy how people who didn't know that would totally buy it, you know, and blindly believe it — it's just like the placebo effect: when you convince people so hard that this is reality, they take it. And I don't know if it comes from a highly convincing people, or because the human mind is just so fragile to be influenced.",participant,direct_statement,asserted,/Users/celestinmeunier/Documents/cults/thesis/corpus/processed/interviews/criterion_expressions.jsonl,138,,,,,,none
88,interviews,b1-aug13-1342,4,"it's just like the placebo effect: when you convince people so hard that this is reality, they take it.","Interviewer: So, on which aspect, then, are the Masons a cult?

Interviewee: I'm not — I don't have a lot of knowledge about what their mission is, or what their core goal is. There was this... what was it called? What was the name of this guy who got in a scandal, for scamming people — Gomez. Gomez, the guy who loved doing Botox. Yeah, this guy [showing a picture on her phone].

Interviewer: So, can you tell me more?

Interviewee: Uh, like — ah, the Buddhafield cult — it was also about, you know, trying to bring spirituality, meditation, and enlightenment into, you know, reaching a higher spiritual space, or place. But actually, what was the scandal about, with this guy: he had, like, a really large following — I don't know, 100,000 followers — really, a lot of people, and he made this cult, even with Hollywood celebrities. And in his practices, one of the rituals they did — they sat in a dark room and meditated — and they were interviewing one of his ex-followers, and he was saying that during the meditation, Gomez would go around the room and put his thumb between people's eyes, and then people would start to see light. And then, this guy — once, he opened his eyes during the ceremony, and he realized that Gomez had an LED light on his tongue that he could turn on immediately when he touched them. So it was crazy how people who didn't know that would totally buy it, you know, and blindly believe it — it's just like the placebo effect: when you convince people so hard that this is reality, they take it. And I don't know if it comes from a highly convincing people, or because the human mind is just so fragile to be influenced.",participant,direct_statement,asserted,/Users/celestinmeunier/Documents/cults/thesis/corpus/processed/interviews/criterion_expressions.jsonl,139,,,,,,none
89,interviews,b2-aug13-1832,1,cult films are usually films that were not very economically successful,"Interviewee: I would say one thing that comes to my mind, because over the last six months I've been quite a lot, um, searching for bicycle parts — secondhand bicycle parts. And it's very often that when there's some kind of old bicycle part, they will call it a ""cult"" bicycle part.

Interviewer: Okay — like a cult mountain bike or whatever?

Interviewee: Shit, yeah — those are usually the quite expensive things, which I, of course, never buy. Yeah.

Interviewee: And then there are also, like, cult films. So cult films are usually films that were not very economically successful, but they have a small following — very devout fans — towards films, or musicians, or albums, or artists, or whatever. So, in these cases, I think you would use ""cult"" as an adjective.

Interviewer: Um, yeah, if you were to use it as a noun, then, like — things that are cults — what would be examples of that?",participant,direct_statement,asserted,/Users/celestinmeunier/Documents/cults/thesis/corpus/processed/interviews/criterion_expressions.jsonl,144,,,,,,none
90,interviews,b2-aug13-1832,4,I just remembered that there,"Interviewee: No, I didn't know anything about it. I just remembered that there was this cult called the Moonies... or maybe it still is, I don't know.

---

TRANSCRIPTION / EDITING NOTES
- ""Mr. Mooney"" almost certainly refers to Sun Myung Moon, the Korean-born founder of
the Unification Church — whose members are popularly nicknamed ""the Moonies,"" a
name the interviewee independently brings up a few lines later when describing the
cult he half-remembers from the solar-eclipse conversation. Kept as transcribed
with a [?] flag rather than silently renamed, since the raw audio isn't available
to confirm.
- ""Annie"" is a best guess for a name that's unclear in the raw text (""Annie's"" —
possibly a mis-transcribed name, or a possessive referring to someone else
entirely). Flagged rather than assumed.
- Recurring, unambiguous ASR errors (""a cut"" for ""a cult"") were corrected silently
per the pattern established across the earlier batch.
- One instance of profanity was masked in the original raw transcript (""S***"") and
has been left as-is rather than guessed at.",participant,direct_statement,negated,/Users/celestinmeunier/Documents/cults/thesis/corpus/processed/interviews/criterion_expressions.jsonl,148,,,,,,incomplete;
